station,Date,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar_radiation,Next_Tmax,Next_Tmin
3,2013-09-07,26.9,23.5,57.36365128,95.06461334,30.80907712,24.34731511,8.142779996,27.61619743,0.894992898,0.682092961,0.469159157,0.430877925,1.994593135,0.000350426,0.0,0.0,37.5776,127.058,33.3068,0.2661,5794.317871,26.3,24.4
4,2013-09-07,27.1,23.8,65.1855545,99.21414948,30.33228955,24.15710775,8.716302494,61.10775337,0.88663128,0.613285619,0.249344922,0.29974117123819094,3.322535307,0.028131257,0.0,0.0,37.645,127.022,45.716,2.5348,5787.545898,26.7,24.8
5,2013-09-07,27.5,23.8,63.40644836,96.38917542,30.51289096,24.40301361,7.871425261,67.58406576,0.907944337,0.668198671,0.442147503,0.462990926,2.817569385,0.0,0.0,0.0,37.5507,127.135,35.038,0.5055,5789.660645,26.7,24.3
6,2013-09-07,27.8,24.2,59.3907547,93.99726105,30.56919677,24.5695647,7.572211057,37.82174961,0.917244434,0.627607009,0.436049224,0.391229422,1.253548103,0.002280203,0.0,0.0,37.5102,127.042,54.6384,0.1457,5803.875,27.3,25.1
7,2013-09-07,25.6,23.6,74.4536972,97.52682495,28.05200134,23.67057691,9.067528049,79.83029437,0.888666671,0.613331603,0.45622995,0.358537189,3.525272103,0.001739,0.0,0.0,37.5776,126.838,12.37,0.0985,5779.666992,26.0,24.4
8,2013-09-07,26.9,23.8,62.96468353,96.10023499,29.69447455,23.92234344,9.515578846,45.54286424,0.9297765,0.681652163,0.439527999,0.291541066,1.038173146,0.0,0.0,0.0,37.4697,126.91,52.518,1.5629,5793.330078,26.7,24.6
9,2013-09-07,26.0,23.1,64.03771494966634,97.66108704,28.39120501,23.36850513,9.785020669,72.31725931,0.886209746,0.710820037,0.431853597,0.298701989,1.339751962,0.000240351,0.0,0.0,37.4967,126.826,50.9312,0.4125,5807.630859,25.6,23.8
10,2013-09-07,26.4,23.6,60.96658325,98.11434937,29.20614311,22.90762954,10.71327555,60.79313378,0.924380475,0.586968964,0.309375613,0.215329763,1.032190616,0.0,0.0,0.0,37.4562,126.955,208.507,5.1782,5816.259766,26.2,24.1
11,2013-09-07,27.7,24.2,57.95459366,93.34854126,31.10052311,24.83828006,7.298551738,38.97590709,0.90672791,0.641792413,0.453895619,0.422024874,1.974346148,0.001494407,0.0,0.0,37.5372,127.085,28.7,0.6233,5795.268066,27.0,24.7
12,2013-09-07,25.1,24.019624413145543,60.7288475,96.54358673,29.40536764,23.62392008,9.434316099,32.57150735,0.908118028,0.640190597,0.443799339,0.29974117123819094,1.932010816,0.001484713,0.0,0.0,37.5507,126.988,132.118,0.5931,5854.149902,25.6,23.0
13,2013-09-07,27.3,23.8,57.18758774,94.68270874,30.81643598,24.43893321,7.596814632,33.92185124,0.930437207,0.662972157,0.492508058,0.460504481,2.169697134,0.0,0.0,0.0,37.5776,127.083,59.8324,2.6865,5790.223633,26.7,24.7
14,2013-09-07,26.8,23.5,60.75830841,95.49278259,29.98464983,24.13948505,9.506417553,29.13521558,0.912381659,0.622522161,0.455965574,0.346569572,1.272332452,0.0,0.0,0.0,37.4967,126.927,30.968,0.618,5788.166992,26.5,24.3
15,2013-09-07,25.8,24.019624413145543,62.4569931,95.99954987,29.6182359,24.01476587,8.82823956,33.14202491,0.920777953,0.603653411,0.458073524,0.390952695,2.164138757,0.0,0.0,0.0,37.5507,126.937,30.0464,0.8552,5798.013184,25.6,24.0
16,2013-09-07,27.4,24.019624413145543,59.63170624,95.8852005,30.43796922,24.08515794,9.01513952,76.89581784,0.896676468,0.511626694,0.341188295,0.242565199,1.019476458,0.0,0.0,0.0,37.4697,126.995,82.2912,2.2579,5788.630371,27.2,24.0
17,2013-09-07,26.7,23.4,63.00035477,96.47914886,30.26849943,24.18421741,7.389908592,75.37088505,0.933450772,0.630890373,0.505032554,0.424558521,2.278063171,0.006470619,0.0,0.0,37.6181,127.099,53.4712,0.697,5802.665527,26.2,23.6
18,2013-09-07,28.2,24.1,59.50675201,94.61296844,30.64327863,24.42384585,7.159529686,66.18922246,0.901486937,0.555759893,0.413113073,0.329828512,0.999030648,0.0,0.0,0.0,37.4832,127.024,56.4448,1.2313,5794.006836,28.0,25.0
19,2013-09-07,25.2,23.4,64.03771494966634,96.83623505,28.9986207,23.65600653,8.751447896,37.86343427,0.920863499,0.625465324,0.470433924,0.417686526,2.529417116,0.000307943,0.0,0.0,37.5776,126.938,75.0924,1.7678,5824.878906,25.7,24.0
20,2013-09-07,26.0,23.6,71.5873642,99.98582459,28.54122904,23.4736045,13.52354999,37.76232306,0.873932627,0.618432422,0.282138241,0.224740024,2.928907275,0.078902453,0.002952524,0.0,37.6181,127.004,146.554,4.7296,5864.960449,25.9,24.2
21,2013-09-07,26.9,24.019624413145543,57.75542068,95.23524475,30.84836552,24.39200057,8.39283065,27.23189884,0.916570283,0.668331773,0.433763789,0.417653369,1.800345734,0.001618307,0.0,0.0,37.5507,127.04,26.298,0.5721,5790.172852,26.3,24.6
22,2013-09-07,28.0,24.0,59.19478607,94.1880188,30.95226569,24.65610634,7.484362334,48.72200386,0.910024487,0.619922021,0.411075386,0.347709268,1.222956898,0.002418043,0.1492946584117647,0.0,37.5102,127.086,21.9668,0.1332,5783.19043,27.1,24.8
23,2013-09-07,26.3,23.8,68.17899323,96.76004791,28.85038698,23.92329597,9.002221743,54.35902278,0.895026639,0.592917637,0.451543001,0.349757672,2.251832742,0.0,0.0,0.0,37.5372,126.891,15.5876,0.1554,5781.881348,26.6,24.8
24,2013-09-07,26.5,23.8,63.98156738,96.19036102,29.43675904,23.99404257,9.264800668,39.34749246,0.901555138,0.595205365,0.456475261,0.353140147,1.841777936,0.0,0.0,0.0,37.5237,126.909,17.2956,0.2223,5780.575684,26.7,24.9
25,2013-09-07,26.8,23.9,59.10075378,94.57993317,30.48674723,24.37856236,8.567572991,29.68121596,0.91390372,0.597432331,0.442255846,0.388781013,1.679992208,0.001953125,0.0,0.0,37.5237,126.97,19.5844,0.2713,5785.897949,26.8,25.0
1,2013-10-07,23.3,22.0,84.59443665,99.66329956,24.81210665,22.72237226,8.209924160266006,22.76509173,0.855551907,0.648211078,0.840916395,0.29974117123819094,0.135890701,0.118206673,0.002187251,0.0,37.6046,126.991,212.335,2.785,5915.583496,22.4,21.7
2,2013-10-07,25.7,23.8,74.94017029,97.45431519,27.08612127,24.33557423,9.757408162,32.37934911,0.848391725,0.612998063,0.788218879,0.731000152,0.121669871,0.073487335,0.001964755,0.0,37.6046,127.032,44.7624,0.5141,5789.401367,25.2,23.7
3,2013-10-07,26.2,24.5,69.45682526,94.05745697,27.8375353,24.93105849,9.18203638,17.74692634,0.844541627,0.603645136,0.821259666,0.726141165,0.08919234,0.028765819,0.1492946584117647,0.0,37.5776,127.058,33.3068,0.2661,5783.686035,25.6,23.7
4,2013-10-07,26.7,24.9,83.03621674,99.30986023,26.76023973,23.95717334,8.209924160266006,36.89857825,0.827655643,0.583757697,0.767458972,0.29974117123819094,0.071585089,0.115431839,0.0065773,0.000442354,37.645,127.022,45.716,2.5348,5776.879395,25.8,24.2
5,2013-10-07,26.5,24.6,76.69902802,96.98436737,27.54855399,24.24330097,8.847215871,50.03785332,0.828946695,0.595003292,0.73255473,0.722700997,0.107449846,0.012792079,0.0,0.0,37.5507,127.135,35.038,0.5055,5778.930664,25.6,23.87390557939914
6,2013-10-07,27.1,25.1,70.02496338,93.07811737,28.05650904,24.77758425,8.428591092,24.27870075,0.787598482,0.573836987,0.757810856,0.29974117123819094,0.024366631,0.010074505,0.0,0.0,37.5102,127.042,54.6384,0.1457,5793.142578,26.3,24.4
7,2013-10-07,25.9,24.5,82.60997009,97.13817596,25.69905793,23.55605929,8.209924160266006,61.04726259,0.857506378,0.615712762,0.751606377,0.687727131,0.04901539,0.085816352,0.002604167,0.0,37.5776,126.838,12.37,0.0985,5768.986328,25.1,23.8
8,2013-10-07,26.5,24.019624413145543,72.33795166,95.94612122,27.30288885,23.92235099,10.68131655,25.66345481,0.78157202,0.587315477,0.688158234,0.611231191,0.031912968,0.007071708,0.0,0.0,37.4697,126.91,52.518,1.5629,5782.484375,29.83253833049404,24.1
9,2013-10-07,25.6,24.019624413145543,64.03771494966634,97.17966461,26.03773414,23.43966666,11.69453889,45.31123134,0.828216895,0.607723127,0.713427486,0.660308132,0.037423892,0.028774733,0.000240351,0.0,37.4967,126.826,50.9312,0.4125,5796.993652,24.8,23.4
10,2013-10-07,25.9,24.5,64.03771494966634,97.55101776,26.32096823,22.99540701,11.74336847,33.00443532,0.763012481,0.525567503,0.652217382,0.29974117123819094,0.029338651,0.006910052,0.0,0.0,37.4562,126.955,208.507,5.1782,5804.408691,24.9,23.7
11,2013-10-07,26.8,24.8,69.77650452,94.62406921,28.20306313,24.70475415,8.058007002,26.16703951,0.82108761,0.599770964,0.75938064,0.734431237,0.033023672,0.013888206,0.0,0.0,37.5372,127.085,28.7,0.6233,5784.711914,26.1,24.2
12,2013-10-07,25.0,23.1,72.17443085,96.1730957,26.77519444,23.86164491,10.1327003,17.25542978,0.833059642,0.599396453,0.797192385,0.708838429,0.033673078,0.026449105,0.001953125,0.0,37.5507,126.988,132.118,0.5931,5843.375488,24.3,22.7
13,2013-10-07,26.6,24.8,69.3650589,94.34371948,27.68917007,24.63248882,8.215345204,25.01040246,0.833274744,0.622271896,0.807893134,0.29974117123819094,0.138299832,0.027023138,0.0,0.0,37.5776,127.083,59.8324,2.6865,5779.356934,26.0,24.1
14,2013-10-07,26.3,24.5,70.19794464,94.89849091,27.66577904,24.34673332,10.69301067,13.2096766,0.791834559,0.597153418,0.716179017,0.596968669,0.029873662,0.014588091,0.0,0.0,37.4967,126.927,30.968,0.618,5777.453613,29.83253833049404,23.6
15,2013-10-07,25.5,24.0,72.70726013,95.14276886,27.19582446,24.37967109,9.542139192,19.75662555,0.810223973,0.625985603,0.803598192,0.663243999,0.034715481,0.032461053,0.001953125,0.0,37.5507,126.937,30.0464,0.8552,5787.470703,24.5,23.4
16,2013-10-07,26.4,24.3,72.16403198,95.32067108,27.83865491,24.18188978,10.42565603,53.19114182,0.750383894,0.479353756,0.617266013,0.557885289,0.02516968,0.005675226,0.0,0.0,37.4697,126.995,82.2912,2.2579,5777.470215,25.3,23.6
17,2013-10-07,26.1,23.7,76.07154083,96.55646515,26.8683074,24.30670528,7.913742602,50.11758256,0.803735731,0.597064926,0.808035359,0.684183956,0.139463829,0.068858176,0.001953125,0.0,37.6181,127.099,53.4712,0.697,5791.961914,25.4,23.87390557939914
18,2013-10-07,27.5,25.0,71.98287964,94.27741241,27.96859277,24.48528383,8.244150003,47.14463355,0.787731148,0.540600889,0.698916536,0.623536512,0.022121513,0.005673585,0.0,0.0,37.4832,127.024,56.4448,1.2313,5783.118164,26.3,24.5
19,2013-10-07,25.6,24.2,64.03771494966634,96.27121735,26.42747439,23.99718253,9.217211306,22.99799709,0.820959369,0.639286947,0.834961726,0.711678662,0.038666589,0.053518039,0.001953125,0.0,37.5776,126.938,75.0924,1.7678,5814.327148,24.8,23.5
20,2013-10-07,25.8,24.019624413145543,88.7206955,99.98464966,25.22657054,22.98236802,14.61113214,11.58101507,0.844929808,0.620370111,0.789555619,0.73340181,0.196688753,0.187904319,0.002604167,0.000159491,37.6181,127.004,146.554,4.7296,5854.641602,24.9,23.7
21,2013-10-07,26.2,24.7,64.03771494966634,93.85479736,27.97064049,24.91009384,9.329822441,13.59401814,0.832814598,0.580994185,0.778272445,0.723295169,0.036880733,0.021012866,0.00163043,0.0,37.5507,127.04,26.298,0.5721,5779.554199,25.5,23.7
22,2013-10-07,29.37304128053917,24.019624413145543,72.19600677,95.16820526,28.09798049,24.51015909,8.374848962,38.78224182,0.796408823,0.570621014,0.736160465,0.68916039,0.022147801,0.007261219,0.0,0.0,37.5102,127.086,21.9668,0.1332,5772.487305,26.1,24.1
23,2013-10-07,26.4,24.9,77.23194885,96.42398834,26.70080519,24.08397466,10.19801356,41.80066156,0.822685652,0.610769708,0.75117768,0.637829992,0.035239944,0.036961022,0.1492946584117647,0.0,37.5372,126.891,15.5876,0.1554,5771.209473,25.5,24.2
24,2013-10-07,26.6,24.9,73.5250473,95.59784698,27.19889417,24.31842212,10.41832149,26.4204963,0.811377353,0.607671967,0.741824711,0.618893859,0.032416299,0.028332647,0.001953125,0.0,37.5237,126.909,17.2956,0.2223,5769.862305,25.7,24.2
25,2013-10-07,26.8,25.2,69.31002045,94.07987213,27.94178057,24.6604753,9.427850922,15.67011507,0.809064898,0.595646206,0.750416787,0.657225313,0.029818088,0.020313873,0.001306191,0.0,37.5237,126.97,19.5844,0.2713,5775.272461,26.0,24.3
1,2013-11-07,22.4,21.7,95.81893921,98.02059937,23.3568012,21.44719031,11.55863232,25.80341799,0.882197989,0.963206771,0.97177229,0.862036916,0.621599179,4.398932775,3.587557157,0.520113505,37.6046,126.991,212.335,2.785,5904.711426,21.8,21.1
2,2013-11-07,25.2,23.8,89.47174072,96.02622223,24.90525401,22.8320345,9.144509191,43.09910744,0.85922341,0.887667871,0.960863693,0.878691836,0.594783736,4.214027405,3.230903258,0.502909165,37.6046,127.032,44.7624,0.5141,5778.17627,29.83253833049404,23.0
3,2013-11-07,25.5,23.9,84.33007813,93.8544693,25.54235357,23.08960169,8.686600298,48.4612662,0.8248907,0.9066324,0.963522424,0.29974117123819094,0.302416362,3.649876187,3.350539396,0.697958599,37.5776,127.058,33.3068,0.2661,5772.467285,24.7,23.1
4,2013-11-07,25.6,24.4,93.70085144,98.6004715,24.84299502,22.60687642,9.513427218,38.76590462,0.808486387,0.866235428,0.969249109,0.859634756,0.842435813,4.076398969,2.971698766,0.392882604,37.645,127.022,45.716,2.5348,5765.659668,24.7,23.4
5,2013-11-07,25.6,24.3,88.98787689,96.69674683,24.81611402,22.98294892,9.158964624,41.38866087,0.791859207,0.890298075,0.956063072,0.887596271,0.069764,2.447688788,3.89590317,0.828188816,37.5507,127.135,35.038,0.5055,5767.609375,25.0,23.4
6,2013-11-07,26.1,24.6,83.7272644,95.01686096,25.46598027,22.96648821,8.662962725,47.207407,0.814162635,0.827342101,0.958504736,0.29974117123819094,0.038703456,2.223736087,0.1492946584117647,0.891996523,37.5102,127.042,54.6384,0.1457,5781.818359,25.4,23.7
7,2013-11-07,25.1,23.8,92.27189636,95.57065582,24.43455277,22.57377643,8.979192515,41.61929359,0.857254835,0.892642832,0.950729804,0.835975559,0.323859497,4.939188778,3.431614459,0.664957303,37.5776,126.838,12.37,0.0985,5757.716309,24.3,23.3
8,2013-11-07,25.6,24.019624413145543,64.03771494966634,96.05969238,24.59155024,22.35706864,9.698063672,42.83269763,0.79944555,0.864490921,0.965716044,0.869304675,0.113265061,3.029809356,6.652696669,1.125897229,37.4697,126.91,52.518,1.5629,5771.041504,24.6,23.6
9,2013-11-07,24.6,23.6,91.84519959,95.8868866,24.14923445,22.25252074,9.773211822,37.07184517,0.83577925,0.86182482,0.935705609,0.868633687,0.180156712,3.983360608,6.30593125,1.098082433,37.4967,126.826,50.9312,0.4125,5785.769043,23.6,22.7
10,2013-11-07,24.9,23.9,88.57376862,97.99425507,23.70648185,21.54408701,11.72333388,41.41287831,0.79761504,0.84685916,0.955737127,0.84309292,0.080243961,2.801403552,0.1492946584117647,1.041323632,37.4562,126.955,208.507,5.1782,5791.912598,24.1,23.1
11,2013-11-07,25.9,24.5,84.18359375,94.58878326,25.49389953,23.20318262,7.985503902,43.06302929,0.839873138,0.87936965,0.931696158,0.899533456,0.039806786,2.398282493,4.213698486,0.869906078,37.5372,127.085,28.7,0.6233,5773.572754,25.4,23.7
12,2013-11-07,24.2,24.019624413145543,64.03771494966634,95.34266663,24.46352131,22.27683679,9.479386061,41.82648031,0.8557261,0.915535665,0.983756559,0.29974117123819094,0.079544324,3.549242646,4.423115472,0.86513323,37.5507,126.988,132.118,0.5931,5832.006836,23.2,21.9
13,2013-11-07,25.7,24.4,85.85214233,93.99639893,25.20168626,23.04755711,7.77919969,44.95330258,0.852068514,0.920689957,0.95174747,0.887337743,0.289970267,3.283029298,3.236773858,0.705427865,37.5776,127.083,59.8324,2.6865,5767.892578,25.3,23.4
14,2013-11-07,25.7,23.8,64.03771494966634,95.17761993,25.06136095,22.7337841,9.503105442,45.6681157,0.797591878,0.875361853,0.977426254,0.884277683,0.103380121,3.0215816,0.1492946584117647,1.060818722,37.4967,126.927,30.968,0.618,5766.149414,24.5,23.2
15,2013-11-07,24.5,23.4,86.59334564,94.15627289,25.11029792,22.77011785,8.480191777,41.41610138,0.839873054,0.894069966,0.971460111,0.891567853,0.09738305,3.874714325,4.403310537,0.888923163,37.5507,126.937,30.0464,0.8552,5776.346191,23.7,22.9
16,2013-11-07,25.1,24.1,85.88502502,96.63567352,25.02416527,22.51555496,10.55286766,48.36487897,0.773420864,0.779083456,0.934047812,0.841427832,0.061670913,2.533560177,6.355921209,0.957927028,37.4697,126.995,82.2912,2.2579,5765.697754,24.2,22.8
17,2013-11-07,25.4,23.8,90.43643951,96.9935379,24.53742489,22.48268537,7.511015192,34.46436581,0.876587434,0.901789751,0.961235281,0.830622147,0.51871968,3.676671724,3.010172307,0.487405016,37.6181,127.099,53.4712,0.697,5780.668945,24.6,23.0
18,2013-11-07,26.1,24.9,85.77410126,96.05841827,25.0789785,22.71971739,8.363932242,43.38344638,0.81195906,0.783679849,0.949170642,0.864560939,0.045695092,2.241741394,5.331356267,0.917865227,37.4832,127.024,56.4448,1.2313,5771.630371,25.4,23.7
19,2013-11-07,24.7,23.5,88.69510651,94.72637177,24.54368289,22.41940402,8.327036669,38.6750923,0.849876465,0.907399257,0.963317166,0.875646608,0.206435506,4.339653393,3.610899925,0.734166771,37.5776,126.938,75.0924,1.7678,5803.192871,29.83253833049404,22.8
20,2013-11-07,24.8,23.8,94.97068787,99.3184967,24.03760852,21.93469575,14.11989174,17.62576227,0.878295534,0.966637436,0.9599209,0.847263935,0.760121255,4.329367002,3.525476073,0.443838093,37.6181,127.004,146.554,4.7296,5843.765625,23.9,23.1
21,2013-11-07,25.4,23.8,83.54647064,94.25064087,25.78248497,23.12045492,8.944113612,46.72670253,0.816202882,0.873877332,0.9760177,0.888297397,0.080669183,3.059579025,4.217665762,0.850792468,37.5507,127.04,26.298,0.5721,5768.349609,24.7,23.2
22,2013-11-07,25.9,24.2,83.11426544,95.08815002,25.54743851,23.21201846,8.439609359,45.74740616,0.814741408,0.855776017,0.955123156,0.8966905,0.029409596,2.040961911,4.481655598,0.834947447,37.5102,127.086,21.9668,0.1332,5761.193848,25.5,23.5
23,2013-11-07,25.4,24.4,89.27256012,94.43029785,24.85722107,22.79171405,8.702003757,42.09271626,0.822425952,0.870306035,0.964020782,0.879996098,0.129473151,3.900577833,4.838818073,0.938692971,37.5372,126.891,15.5876,0.1554,5759.94873,24.7,23.5
24,2013-11-07,25.6,24.6,64.03771494966634,94.44455719,25.0660711,22.82670021,8.91327858,43.47677958,0.817219834,0.879864636,0.972389986,0.887544034,0.117134177,3.58335191,5.172169487,0.988620769,37.5237,126.909,17.2956,0.2223,5758.557617,24.7,23.5
25,2013-11-07,25.8,24.6,84.17881012,94.41949463,25.48101383,23.00107116,8.551321377,45.08025535,0.821963668,0.868665561,0.981651727,0.882947394,0.072128537,2.965099216,4.954381307,0.946328784,37.5237,126.97,19.5844,0.2713,5764.060547,25.0,23.6
1,2013-12-07,29.37304128053917,24.019624413145543,95.02729797,99.20983887,24.07812026,21.86681687,8.543768297,9.371270304,0.857962294,0.966186225,0.95995906,0.902761598,4.435038845,5.055660188,0.1492946584117647,0.98005246,37.6046,126.991,212.335,2.785,5893.265625,23.2,20.5
2,2013-12-07,24.3,23.0,64.03771494966634,96.83912659,25.49341535,23.07225761,6.352026314,25.83086677,0.868638949,0.921797355,0.915616943,0.909239979,4.872787714,4.687924365,1.169516077,0.920424742,37.6046,127.032,44.7624,0.5141,5766.341309,25.2,22.0
3,2013-12-07,24.7,23.1,91.11274719,95.11378479,25.7251372,23.25125894,6.068574895,31.79721157,0.891577393,0.949151019,0.926482899,0.9563483,5.348445495,5.677332381,0.899164458,0.2452439,37.5776,127.058,33.3068,0.2661,5760.659668,25.4,22.3
4,2013-12-07,24.6,23.6,94.09439087,98.50469971,25.82097649,22.79441944,5.370641718,20.38939945,0.858292831,0.888741523,0.866210174,0.29974117123819094,3.432021499,4.732493043,1.660260235,0.396068923,37.645,127.022,45.716,2.5348,5753.800293,26.1,22.1
5,2013-12-07,25.0,23.4,91.24036407,96.62080383,25.82912117,22.85767528,5.679903001,20.95250812,0.931825793,0.94273842,0.889876203,0.925692379,5.995518923,7.926134236,0.762280713,0.019486157,37.5507,127.135,35.038,0.5055,5755.694336,26.0,22.4
6,2013-12-07,25.4,24.019624413145543,89.63317871,95.23088837,25.82895157,23.09367395,5.643541306,29.13637873,0.908170213,0.925873917,0.904502663,0.925583727,8.976617893,9.392399877,0.603489221,0.020373456,37.5102,127.042,54.6384,0.1457,5769.900879,26.1,22.7
7,2013-12-07,24.2,23.3,94.49246216,96.72496033,24.87426965,22.94855134,5.634420713,17.49699318,0.880543467,0.950923012,0.934180419,0.911431279,5.724811196,4.699223359,1.162492603,0.517711846,37.5776,126.838,12.37,0.0985,5745.85498,25.8,22.1
8,2013-12-07,24.6,23.7,92.81345367,95.57349396,25.22845747,23.05123387,6.747815301,29.94263424,0.886375253,0.892723905,0.929538839,0.919342975,9.265000264,11.03277976,0.622524982,0.0021263,37.4697,126.91,52.518,1.5629,5759.0,25.8,23.2
9,2013-12-07,23.6,24.019624413145543,94.6127243,96.98161316,24.77529672,22.81399482,6.512840241,23.03956077,0.875855024,0.928848363,0.954520692,0.29974117123819094,8.563840548,7.22387443,0.789083079,0.015674799,37.4967,126.826,50.9312,0.4125,5773.955566,25.3,22.4
10,2013-12-07,24.1,23.2,93.0127182,96.56371307,24.32224676,22.11427721,8.429857214,30.34944002,0.890628697,0.908617973,0.88113997,0.900501726,9.885556976,9.881463746,0.567569159,0.005404182,37.4562,126.955,208.507,5.1782,5778.769531,25.4,22.7
11,2013-12-07,25.4,23.7,88.87525177,94.96398926,26.07721916,23.25483009,5.234842688,26.96912837,0.904439078,0.958917846,0.890594708,0.29974117123819094,6.905977647,7.93909354,0.62552761,0.038830898,37.5372,127.085,28.7,0.6233,5761.848633,25.8,22.9
12,2013-12-07,23.0,21.9,93.29518127,96.32077026,24.74805728,22.62532443,6.657644669,28.94531624,0.866995528,0.94805635,0.928475542,0.905948811,6.697661042,6.088719765,0.726838811,0.090981049,37.5507,126.988,132.118,0.5931,5820.04248,25.5,21.7
13,2013-12-07,25.2,23.5,90.43476105,94.91713715,25.62882527,23.05410257,5.413995773,28.72657458,0.908377293,0.933478958,0.92669845,0.947727184,5.162919521,6.272394493,0.876708796,0.149993161,37.5776,127.083,59.8324,2.6865,5755.828613,25.8,22.7
14,2013-12-07,24.5,23.4,92.24992371,95.00267792,25.46,23.26465711,6.499224941,32.66438377,0.900431188,0.890459569,0.939809594,0.920147863,9.009708881,8.966277197,0.665742412,0.010924487,37.4967,126.927,30.968,0.618,5754.252441,25.8,22.9
15,2013-12-07,23.7,24.019624413145543,64.03771494966634,95.85940552,25.36959078,23.24061052,5.847482562,28.10608065,0.849178346,0.944028046,0.925282213,0.911767486,6.844886184,5.301166028,0.816555602,0.174411862,37.5507,126.937,30.0464,0.8552,5764.636719,25.4,21.7
16,2013-12-07,24.3,22.8,90.9039917,96.09700012,25.56606383,22.83111806,6.647811433,30.40478351,0.890941203,0.860898112,0.846689539,0.889017849,9.710752169,10.15765045,0.533203577,0.003938069,37.4697,126.995,82.2912,2.2579,5753.311035,25.6,22.1
17,2013-12-07,24.6,23.1,93.68527222,96.72753906,25.3878512,22.59561102,5.179362734,19.01165094,0.894992237,0.943844219,0.917016218,0.92223075,4.54338328,4.778019607,1.11108269,0.805845406,37.6181,127.099,53.4712,0.697,5768.783203,25.3,22.2
18,2013-12-07,25.4,24.1,89.19341278,95.84135437,25.93815007,22.97471117,5.162553956,26.67334732,0.907379038,0.890954284,0.87101235,0.871931889,9.586001317,10.21327597,0.512722342,0.000975398,37.4832,127.024,56.4448,1.2313,5759.541016,26.2,22.7
19,2013-12-07,23.8,22.9,94.18115234,96.25377655,24.94883884,22.88690433,5.648236026,25.22082249,0.863175299,0.965888735,0.935784118,0.898632023,5.387434622,4.792033275,1.068083192,0.692213672,37.5776,126.938,75.0924,1.7678,5791.473633,25.3,21.9
20,2013-12-07,23.8,23.2,94.69815063,99.83522797,24.94559873,22.34984479,10.61263104,6.171165351,0.852503801,0.952383147,0.946606169,0.875852529,4.041992823,5.042022765,1.485390827,0.831372437,37.6181,127.004,146.554,4.7296,5832.299316,25.8,22.3
21,2013-12-07,24.7,23.5,64.03771494966634,95.28607178,25.84340852,23.27076454,6.174057206,32.57773749,0.890305145,0.947379142,0.905626492,0.935492999,6.339810292,6.74070098,0.1492946584117647,0.045660803,37.5507,127.04,26.298,0.5721,5756.556641,25.4,22.5
22,2013-12-07,25.4,23.9,88.08672333,95.31996918,26.17615848,23.19326403,5.122682681,23.73706061,0.907487386,0.940608044,0.856406697,0.912730323,9.165554285,10.15185079,0.640390892,0.004978818,37.5102,127.086,21.9668,0.1332,5749.308594,26.3,22.5
23,2013-12-07,24.7,23.8,93.61813354,95.85100555,25.21154145,23.24887622,8.209924160266006,22.79069004,0.88506668,0.911066022,0.927187827,0.919843488,7.570170403,5.309760928,0.814598118,0.112580784,37.5372,126.891,15.5876,0.1554,5748.097656,26.2,22.6
24,2013-12-07,24.7,24.019624413145543,93.09986115,95.48635864,25.35634402,23.33232291,5.99893264,27.88984954,0.887632347,0.906257712,0.937262495,0.918026288,8.597393394,6.241032084,0.1492946584117647,0.033637101,37.5237,126.909,17.2956,0.2223,5746.661133,26.2,22.3
25,2013-12-07,24.9,24.0,64.03771494966634,94.88452148,25.73103382,23.38863118,5.811940451,31.03974227,0.879499674,0.925856305,0.91635006,0.29974117123819094,8.567409595,7.313181415,0.624880391,0.024950665,37.5237,126.97,19.5844,0.2713,5752.260254,26.1,22.9
1,2013-07-13,22.9,20.5,95.17163086,98.91628265,24.40865109,23.36357626,12.36479805,21.87105207,0.951899191,0.883178883,0.949592623,0.778649891,16.18150767,1.10042092,0.1492946584117647,0.0,37.6046,126.991,212.335,2.785,5881.220703,23.2,21.2
2,2013-07-13,25.2,22.2,90.15914917,96.20703125,26.072713,24.36624122,9.713968734,42.28483595,0.914626206,0.814893921,0.892206983,0.69395143,15.75765512,1.084112351,1.584963421,0.0,37.6046,127.032,44.7624,0.5141,5753.916504,25.6,23.3
3,2013-07-13,25.3,22.5,84.6964798,94.39038849,26.47478394,24.44987423,9.246158957,47.69243868,0.947525279,0.788268598,0.89139263,0.709361287,7.463632047,0.815802606,0.91304694,0.0,37.5776,127.058,33.3068,0.2661,5748.237793,25.5,22.8
4,2013-07-13,26.0,22.3,93.34365845,98.15362549,25.9528242,24.22854317,10.74956586,40.33789962,0.828029899,0.78384115,0.896987804,0.647714541,20.6530903,1.868569461,2.915809542,0.000445922,37.645,127.022,45.716,2.5348,5741.361328,25.8,23.5
5,2013-07-13,25.9,22.5,87.57050323,96.71511078,26.65358525,24.13081626,9.586755246,38.59403463,0.943341868,0.779281052,0.855147612,0.69789847,8.563439491,0.868451172,0.440733798,0.0,37.5507,127.135,35.038,0.5055,5743.159668,26.1,23.5
